"Q";"Ks";"Zv";"Zm";"S"
1.6082695119676773e+03;2.9178386547647875e+01;5.0323030494167291e+01;5.5849748715872678e+01;-5.3879176755217344e+00
5.5534732872887037e+02;2.6355230688807382e+01;5.0018339580524184e+01;5.5994802865638839e+01;-6.9516172273124184e+00
2.0297874523282876e+03;2.7324598079024536e+01;4.9009122857613548e+01;5.4994846002477630e+01;-6.2338503635645424e+00
6.5497574661895931e+02;2.0554597218675084e+01;5.0271797044270897e+01;5.5901250645431233e+01;-6.2317084291580187e+00
1.1527770325330107e+03;2.6627432943038237e+01;5.0379887994163411e+01;5.4483949057410790e+01;-5.4819363189636050e+00
1.6956781664782866e+03;3.1193174749402793e+01;4.9058617051907412e+01;5.4149701742342096e+01;-6.6064325671989863e+00
2.6965586542010251e+03;1.4676206130252563e+01;5.0770831005610198e+01;5.4778658572238903e+01;-1.4041303821434781e+00
1.8343336032118038e+03;3.7960817735729847e+01;5.0331342179458453e+01;5.5350052171270818e+01;-5.5157248573518274e+00
1.1503886671000967e+03;1.9168839493414353e+01;5.0585251758934191e+01;5.5920561365714910e+01;-4.9484171431542237e+00
2.3776200858470302e+03;3.5633258140859496e+01;5.0495156193754788e+01;5.5433324452567170e+01;-4.7694984993146434e+00
1.2740422692679665e+03;3.6330438015813776e+01;5.0591845822332452e+01;5.5188633402061058e+01;-5.6610156818649600e+00
3.6380044369913821e+03;2.0706930091063196e+01;5.0046276681579542e+01;5.5346512438884290e+01;-2.7916146987705659e+00
1.4772000744260170e+03;2.8194208680822911e+01;5.0370348765172970e+01;5.5472898476401397e+01;-5.3585670373819312e+00
2.3318285234127434e+03;2.8832866529628831e+01;5.0020938370089681e+01;5.5417557734168213e+01;-4.9434302028936798e+00
2.4673027343402546e+03;3.5020128279726556e+01;5.0409712695682572e+01;5.5885202222623533e+01;-4.8496219424466673e+00
6.6398926181249954e+02;3.3236384669393743e+01;5.0114390446959156e+01;5.4887918313496549e+01;-6.8003704471076603e+00
2.0769030706866529e+03;2.0187833795236351e+01;4.9627732385656138e+01;5.4774113410909102e+01;-4.7288035936857824e+00
8.9955091614521336e+02;3.1500898535072896e+01;5.0185009571830413e+01;5.5820868049028668e+01;-6.4462373982901369e+00
2.0293873949337212e+03;3.5075912952213628e+01;5.0491206848376905e+01;5.5834544762662475e+01;-5.1081918239324722e+00
2.1421817954022354e+03;3.6324659853250111e+01;5.0456287051951797e+01;5.5299744798780175e+01;-5.0219217302069055e+00
2.1769766025691420e+03;2.8362629808954416e+01;4.9645402022584292e+01;5.5172681237894956e+01;-5.4526381081750088e+00
2.4102778282073780e+02;3.5225057233780817e+01;4.9810653617094395e+01;5.4795492643156152e+01;-7.8666262104886329e+00
1.9580960983765981e+03;3.6477893530375425e+01;4.9390505681824408e+01;5.5562949283875675e+01;-6.4538882049500828e+00
1.6140699346097244e+03;3.6264748528208045e+01;4.9991088738464484e+01;5.5219052047305020e+01;-6.0144251182505641e+00
1.0975199868819743e+03;3.2800740870463159e+01;5.0296642742130679e+01;5.5383231411368122e+01;-6.0839835935572779e+00
1.2809528781636532e+03;3.7226925645249423e+01;5.0149380331281719e+01;5.4389980478577584e+01;-6.0744971240172703e+00
9.4610824392774543e+02;2.1850305277630234e+01;4.9761627666249545e+01;5.4078066270791275e+01;-6.1395860334411836e+00
2.2937613655123751e+03;2.9030396111937488e+01;4.9278548703559956e+01;5.4054214765329547e+01;-5.6046451988288339e+00
1.6970789277117844e+03;2.3656186677378336e+01;4.9833861311913054e+01;5.5319032768967155e+01;-5.3918605558746151e+00
1.2791502692349006e+03;2.3947900813021842e+01;5.0199872581521284e+01;5.5401803510240846e+01;-5.5129709931315887e+00
8.5800502361837562e+02;2.9416766534763706e+01;4.9883925004018671e+01;5.4159694780750741e+01;-6.5599434669590408e+00
1.5555677125870529e+03;3.5900091996968442e+01;5.0583954364335355e+01;5.4252588535846378e+01;-5.1861695018786094e+00
4.5365445650364768e+02;2.7078212263873201e+01;4.9782609559686250e+01;5.5210791955218781e+01;-7.3449767718053494e+00
7.0859542946672047e+02;3.2219219517105685e+01;4.9057691984845476e+01;5.5305032261082033e+01;-7.8932071424825736e+00
9.6583600951294807e+02;2.3840888258942304e+01;5.0131366387170303e+01;5.5031950918238728e+01;-5.9648661093397735e+00
8.3406035849416662e+02;3.7721246851861530e+01;5.0936804930516594e+01;5.5425017408442109e+01;-5.8470140665870787e+00
1.1120726554793239e+03;3.0145123772554541e+01;4.9665760464309372e+01;5.4979533126207819e+01;-6.6163137408166932e+00
3.2276567002448060e+03;2.5463143204177953e+01;5.0438867184682344e+01;5.5134243660425092e+01;-3.2338547441456242e+00
1.6862612788323295e+03;2.5858474857309304e+01;5.0892501845478051e+01;5.5516865417721334e+01;-4.3529115418323272e+00
6.6898013610516637e+02;2.5381430125537623e+01;5.0953299946824970e+01;5.4687157460752609e+01;-5.5315415736995277e+00
4.4763033283630307e+02;2.6902756120183742e+01;4.9420046700005265e+01;5.5789417768134982e+01;-7.7771977763952052e+00
5.7200809324339696e+02;3.5879293257688715e+01;5.0982130496269164e+01;5.5132071102094933e+01;-6.0739577209272113e+00
5.0429305569768576e+02;3.3518965687980362e+01;4.9967938827033095e+01;5.4339919470125722e+01;-7.1591254455258095e+00
1.2113785506159984e+03;2.6708531764194344e+01;4.9936598182781282e+01;5.4147791336590331e+01;-5.8714045227821288e+00
9.5895324653692467e+02;2.1597134162349111e+01;5.0490030423618805e+01;5.5897716203191656e+01;-5.5441823496084695e+00
8.0007382736947818e+02;2.9050327286948793e+01;5.0655306189926712e+01;5.4928499101021785e+01;-5.8577759246392631e+00
7.6114005423461845e+02;3.0946630854174007e+01;5.0428905042031730e+01;5.4787906262041830e+01;-6.2255999587244517e+00
8.3768914936016563e+02;3.2533870917097076e+01;5.0864820408019582e+01;5.5526195911530493e+01;-5.7760386624031028e+00
1.8000776502968843e+03;2.7783575419037547e+01;4.9084311594040159e+01;5.5156496633860385e+01;-6.4281285654196481e+00
8.0330129140175427e+02;2.6449197368915343e+01;5.0223807790850742e+01;5.4208230430375266e+01;-6.1244600567761083e+00
1.7246653100943713e+03;2.2607823994914781e+01;5.0165571554526366e+01;5.5947377729936001e+01;-4.9904241346403637e+00
1.7755290473616301e+03;3.1162795668369125e+01;5.0475090022299490e+01;5.4422819297938872e+01;-4.8776772298814493e+00
3.8278011823816928e+03;3.1602005526884849e+01;4.9137241736179703e+01;5.5310645722094250e+01;-5.0356109999659040e+00
1.4072810470897546e+03;2.3160163077972285e+01;5.0923710177211362e+01;5.5577437661537161e+01;-4.4626992800326093e+00
9.6439505416649456e+02;2.4680397186709637e+01;5.0041185024465491e+01;5.5138494102919310e+01;-6.1341645402999916e+00
1.3727369479074794e+03;2.1436043127921678e+01;5.0357441842301313e+01;5.4289349096142850e+01;-4.7626656415937916e+00
1.8349817639169451e+03;4.0047227256986432e+01;4.9583408584384003e+01;5.4877677434217716e+01;-6.3878056910134760e+00
1.1498696126272241e+03;2.5561861135759870e+01;5.0475353282438093e+01;5.5771262738810378e+01;-5.5238997054600532e+00
1.4770311295398212e+03;2.4800166356579936e+01;5.0814531888117543e+01;5.5621713378380790e+01;-4.6388913473439075e+00
1.9794417206584219e+03;2.3912591531433140e+01;5.0582478931798931e+01;5.4544209995269085e+01;-3.9838105611865728e+00
1.1331990031516568e+03;2.8499063914204672e+01;5.0704401154371546e+01;5.4432375382736296e+01;-5.2153491758446862e+00
3.6118071899363895e+02;3.0549170436582159e+01;5.0832090659270158e+01;5.4036894113311426e+01;-6.3638032882790228e+00
1.2142912725379167e+03;2.0908248481917102e+01;5.0210365144506724e+01;5.4395932213775509e+01;-5.1614306946558557e+00
8.4158949055275480e+02;3.4803910215229472e+01;5.0972162714147849e+01;5.4390183432478594e+01;-5.5628072204770405e+00
1.2270180449207401e+03;1.9742476043316941e+01;5.0480973895702320e+01;5.4873120598255561e+01;-4.8076971491161942e+00
1.1684395258692462e+03;1.7800739252509114e+01;5.0865933111698858e+01;5.5235806111354776e+01;-4.3106981938739395e+00
1.2327534048833402e+03;3.1125542646486114e+01;4.9781177976368880e+01;5.4921173127802341e+01;-6.3811423367474376e+00
1.9952500570817811e+03;3.5828441184812093e+01;5.0631416127579698e+01;5.5611309715855313e+01;-4.9731484663487961e+00
7.3654988323336784e+02;2.9015306571101661e+01;4.9292563070815113e+01;5.5188860160906493e+01;-7.4895703051058931e+00
4.0849789081990480e+02;1.6622896429109165e+01;4.9003858649136731e+01;5.5363680655858417e+01;-7.8492132801792138e+00
8.9466857923252564e+02;1.9288681642828745e+01;4.9630515333761018e+01;5.4117135950703378e+01;-6.1924239069086511e+00
7.7000027400753254e+02;4.3478960354154552e+01;4.9742429142658366e+01;5.5764851072298455e+01;-7.3822186395379319e+00
5.1491852364929048e+02;3.5977698776231705e+01;4.9483952139308826e+01;5.5030202099891362e+01;-7.7754200929725172e+00
1.4854271316201884e+03;2.4354798125902860e+01;5.0304060271620088e+01;5.4026338291130784e+01;-4.8590973155957329e+00
7.4739612394614630e+02;2.7715492284910852e+01;4.9665145088031153e+01;5.4397763203651763e+01;-6.9320916548284970e+00
1.0157089921960945e+03;7.6098657425727296e+00;5.0532039246700549e+01;5.4746333369329868e+01;-2.8247280140775217e+00
8.8563651722752752e+02;2.1706664700961021e+01;5.0651850461081011e+01;5.4277047626877348e+01;-5.2056421553254353e+00
3.8293913858434107e+03;2.9371359630804264e+01;4.9489673861792333e+01;5.5102078564105881e+01;-4.3566411995385934e+00
8.0082669441698999e+02;4.0834223868850181e+01;4.9856277351903969e+01;5.4695409796081165e+01;-7.0823860586009673e+00
9.6967082719790778e+02;3.1977299699002280e+01;5.0922687604267225e+01;5.4660702947296663e+01;-5.3860446299027558e+00
1.2304344108667522e+03;4.0298485111152118e+01;5.0032953074312424e+01;5.4397671620260738e+01;-6.3666894159645366e+00
2.0036593576253845e+03;2.7372956297218831e+01;4.9806860041550266e+01;5.4008902533262045e+01;-5.1032475924444540e+00
6.2494701911378979e+02;2.4627924055594775e+01;4.9133934169808619e+01;5.5903670221125296e+01;-7.7182982086744900e+00
6.5390598923896528e+02;3.5668389330024986e+01;4.9111941644464558e+01;5.4312266824819801e+01;-7.9206594590951198e+00
2.0415971313284410e+03;3.2587138936016466e+01;4.9649768041592694e+01;5.5245188340327573e+01;-5.8495309584441770e+00
1.0699292625014116e+03;3.2745890664589140e+01;4.9342051318750620e+01;5.5684289794669183e+01;-7.2024189060154242e+00
6.7340800521402366e+02;3.1362027252629016e+01;4.9221267776818159e+01;5.4343898458544132e+01;-7.6580613660200285e+00
2.3487526862690729e+03;1.6547616314936320e+01;5.0276805478801450e+01;5.4135787695619285e+01;-2.7437375143388252e+00
9.1002255059782942e+02;2.6811322411040532e+01;4.9970124201826039e+01;5.5340057094696299e+01;-6.4267369648149355e+00
7.7027856716675797e+02;2.5909304763952040e+01;5.0464947936936170e+01;5.5116695912315024e+01;-6.0071422914482113e+00
1.2213230283813768e+03;3.9488350536536849e+01;5.0910231877938877e+01;5.4166158790052499e+01;-5.2785933628976949e+00
1.3733020233977932e+03;2.1640901329880428e+01;4.9862827776887400e+01;5.4942552942295514e+01;-5.5243048840633691e+00
1.6690679564265765e+03;2.6024659054898365e+01;5.0879687254812040e+01;5.5249137450661905e+01;-4.3428060093365559e+00
2.0807183258689802e+03;3.8884318818976091e+01;5.0393916152296129e+01;5.4328455396731627e+01;-5.0720993167385657e+00
1.6730574653052745e+03;3.6618608268428062e+01;5.0665868222523414e+01;5.5461074604116334e+01;-5.2336041521994474e+00
1.1566260612016265e+03;3.1984092648784163e+01;4.9244464952703993e+01;5.4425471922202149e+01;-7.0472793539082161e+00
2.5747892737127804e+03;3.1937974638099661e+01;4.9462163201093738e+01;5.4044984393535856e+01;-5.3315504810267313e+00
1.4246100102411197e+03;2.9724489070612083e+01;5.0736911777342883e+01;5.4658424781724662e+01;-4.9203877180369062e+00
1.1303439565935769e+03;3.2971421350138989e+01;4.9365693796542836e+01;5.5961187543631446e+01;-7.1450632744377600e+00
1.5345066267415937e+03;3.4926141144565193e+01;4.9781758483142205e+01;5.4334949566187255e+01;-6.1382731351997961e+00
1.0535380722060136e+03;3.8744598839845743e+01;4.9932672680871839e+01;5.4740122171467945e+01;-6.6640272252107735e+00
8.5501064665237266e+02;1.7380705830527205e+01;5.0642129270474847e+01;5.5498311095607889e+01;-5.1497237274514376e+00
1.6341805700047944e+03;3.3528353436671559e+01;4.9698833060737222e+01;5.5825474279098671e+01;-6.2893718680032364e+00
6.3447227047910701e+02;3.2039618609602201e+01;4.9997907620913146e+01;5.4274758290765803e+01;-6.8723603250754479e+00
2.1496346804837485e+03;2.6795589129929560e+01;5.0109480805535910e+01;5.5534006433485601e+01;-4.8774190583439534e+00
2.1568010001829434e+03;2.6129695803208335e+01;5.0956386567252046e+01;5.5895627676532868e+01;-3.8680356824052353e+00
5.4021755696061189e+02;5.0204894466104079e+01;5.0211874210072146e+01;5.4804193626375017e+01;-7.1817511718451357e+00
1.1950064669952180e+03;4.3272667472324827e+01;5.0432796572890553e+01;5.5413714451889099e+01;-6.1664779897409758e+00
5.7377835482826026e+02;3.1108876248178781e+01;4.9829580122912823e+01;5.4243054534203992e+01;-7.1233854901029474e+00
1.0657651343347875e+03;3.9924013246858443e+01;5.0990116092893146e+01;5.4784187575371504e+01;-5.4889924580283633e+00
8.4305578885395335e+02;3.6011622817791647e+01;4.9563125703988902e+01;5.5184554264213432e+01;-7.2768577647600381e+00
7.7441878925316871e+02;2.9654162448067357e+01;5.0561723063025305e+01;5.4511875013734084e+01;-5.9678141413627088e+00
9.1193586929533819e+02;1.9587794509848258e+01;4.9915620136631006e+01;5.5454709087436314e+01;-6.0656940152479706e+00
3.0139776786048124e+03;2.8750814150848797e+01;4.9500320656128267e+01;5.4201253318620275e+01;-4.6938484449010076e+00
1.0745195588029508e+03;2.7384343239175845e+01;4.9510061579075220e+01;5.4707848073493182e+01;-6.6730777638001655e+00
2.4741181161875102e+03;1.5034848405084240e+01;4.9330362039380589e+01;5.5093276714817804e+01;-3.8605683818093297e+00
6.1702454102558931e+02;1.7747198803004423e+01;4.9819688886151056e+01;5.4416916104393366e+01;-6.4448195684965413e+00
1.4953854372169965e+03;3.2769430023843100e+01;4.9770419426228642e+01;5.5822382867620853e+01;-6.3062095241415079e+00
1.1630416376731841e+03;3.7042920986280166e+01;5.0872483599178970e+01;5.5154561346349318e+01;-5.4794094190214153e+00
2.9214842548583742e+03;3.1201094158884800e+01;5.0372609653834878e+01;5.4380751996867033e+01;-3.9065828701305207e+00
1.9803471572368717e+03;3.5446213235714211e+01;5.0034260072062402e+01;5.5949454278346543e+01;-5.7106838939288380e+00
8.8533662807472558e+02;2.8946395025708405e+01;5.0127517412434443e+01;5.4451801144155411e+01;-6.2640857190661734e+00
1.2636147933492546e+03;2.9019447175060535e+01;5.0433041547278428e+01;5.5913971669846298e+01;-5.6396928078674620e+00
4.7721048059100315e+02;3.4902212340848784e+01;5.0599216969212755e+01;5.4246276249059584e+01;-6.5319527252638068e+00
2.3422525923031521e+03;2.9211947275408988e+01;5.0778497607892078e+01;5.5977502230420079e+01;-4.1644839285796422e+00
5.4463122221120443e+02;2.6929838072732760e+01;4.9121508953551064e+01;5.4074543874760778e+01;-7.7991420563676428e+00
1.6788410526799248e+03;2.5477595903067460e+01;4.9676348220742319e+01;5.5225791482997096e+01;-5.7229920763842586e+00
1.4380053220302154e+03;2.1545042052173450e+01;5.0889419096081902e+01;5.4533605799122974e+01;-4.0658281295422256e+00
2.2750965372452238e+03;2.5880269062266894e+01;4.9479978197721366e+01;5.4220534605882477e+01;-5.1555683703398643e+00
3.0090193565919628e+02;2.7491643219019949e+01;4.9864379535426608e+01;5.4050640398390421e+01;-7.4863958173276615e+00
1.4388942182836017e+03;2.7818437014274547e+01;5.0817099016025139e+01;5.5456865870434733e+01;-4.8535483006707096e+00
8.5864028972329606e+02;3.4482514686591855e+01;4.9862686896662765e+01;5.4325862099491850e+01;-6.7912248127811736e+00
6.8917201065524205e+02;3.2310242217753945e+01;5.0262727838194529e+01;5.4773660796803838e+01;-6.5602809485668772e+00
2.0208429237012851e+03;4.1575878686345433e+01;5.0718387948767685e+01;5.4969928079435796e+01;-4.9834746504211296e+00
1.1011807297162072e+03;3.5654466764124891e+01;5.0330257090084011e+01;5.5247770871796007e+01;-6.1292205081526419e+00
1.4932879288004920e+03;4.9140940043979640e+01;4.9375175021670834e+01;5.4340231800399550e+01;-7.1098899851216117e+00
3.2264122676733846e+03;3.0306235618898477e+01;5.0575642414503683e+01;5.5859607946909627e+01;-3.7282851698824615e+00
1.7172712784355722e+03;2.5451567673032820e+01;4.9661685605703077e+01;5.4332190594682324e+01;-5.5263648065046027e+00
2.1327666384940267e+03;3.6820277334627228e+01;5.0335400867083997e+01;5.4835996905916218e+01;-5.1086156091594290e+00
1.3239625894475446e+03;3.0089840998713495e+01;4.9991649999339920e+01;5.4632159998468026e+01;-5.9407815706276139e+00
1.2890631758253817e+03;3.7634971608474665e+01;5.0556969411251224e+01;5.5538593461343538e+01;-5.7802297498251889e+00
9.3834320294747704e+02;2.7076382284084445e+01;5.0077145545831868e+01;5.4275038718794065e+01;-6.1300264425752502e+00
9.5393239027104471e+02;2.6303522424721233e+01;4.9309625459551192e+01;5.4994711169323047e+01;-7.0390825801038233e+00
1.4182026908229686e+03;2.1594139151974957e+01;5.0473683866062295e+01;5.5806460550361862e+01;-4.8946628424441698e+00
6.7001931798713042e+02;1.3714522381250326e+01;4.9642148523738967e+01;5.4092241119641770e+01;-6.0893069266539044e+00
2.7639852507166161e+03;1.9848459341759117e+01;5.0798842140118403e+01;5.4726578145979467e+01;-2.3127443913197325e+00
4.8139955223738207e+02;3.3626677958776746e+01;5.0847779930737246e+01;5.5656445673540702e+01;-6.3571182842864715e+00
2.2652546467904594e+03;4.2564240164585158e+01;5.0906737869224983e+01;5.4670487122071521e+01;-4.5286513095240934e+00
1.3092994573958933e+03;3.2661859144085248e+01;4.9951719017399483e+01;5.5399344377859762e+01;-6.2343258680640687e+00
8.8517484930880289e+02;2.0853171476768473e+01;5.0432949065702410e+01;5.5394528759760618e+01;-5.6041529246527588e+00
3.6787301266153395e+02;2.9621073733790837e+01;4.9084464222223005e+01;5.4100810856832553e+01;-8.2412865971715163e+00
1.1289926644865131e+03;2.9932000468232662e+01;4.9458080472534277e+01;5.5675189373217499e+01;-6.8976719299441811e+00
1.1828248843935623e+03;2.0007670424963372e+01;5.0675816816183925e+01;5.4107920882121284e+01;-4.4684728074748463e+00
1.1814399447546107e+03;2.0464918069264037e+01;4.9316610236371659e+01;5.4323128217296976e+01;-6.2294713338581502e+00
2.2210630025548458e+03;4.7875706358178377e+01;5.0927647509446160e+01;5.5688764971361614e+01;-4.9422480797370270e+00
5.5089905179893867e+02;3.0140805960780600e+01;4.9016400709635583e+01;5.5874373515440382e+01;-8.1355374380453256e+00
1.4715960206179006e+03;1.6915060368509899e+01;5.0994742780609393e+01;5.5310605151687234e+01;-3.5551670997351366e+00
8.0442299036432848e+02;3.8025860102658967e+01;5.0949859950679240e+01;5.4398281822944163e+01;-5.7414031937731451e+00
1.2952786134425419e+03;3.6954657819358438e+01;5.0856830192217238e+01;5.4996507958545259e+01;-5.3250029466710131e+00
1.1610599351793282e+03;2.8836391096487187e+01;4.9521807437804434e+01;5.4925544644889797e+01;-6.6524683103839592e+00
1.5738798274736839e+03;2.6537892564893230e+01;5.0700619415799316e+01;5.5084822582363678e+01;-4.6753582539271363e+00
6.7357479859277032e+02;4.2634568298185037e+01;4.9768011965238017e+01;5.4385783943577337e+01;-7.3411938077698267e+00
8.6716154064479770e+02;3.5343486987761338e+01;4.9008825681806243e+01;5.4539885092343638e+01;-7.7754396782555304e+00
1.8721297925192430e+03;3.6974936757349319e+01;5.0329216430380185e+01;5.5307428261266764e+01;-5.4358086662447391e+00
1.1604965554059888e+03;1.9925277742701503e+01;5.0049948938165855e+01;5.5708812338010453e+01;-5.5875663988523030e+00
1.2869529739373597e+03;3.1958525211852173e+01;5.0271425398599781e+01;5.4106404719952565e+01;-5.6506221112608372e+00
2.3773003841633899e+03;2.5663415066761551e+01;4.9988575818861875e+01;5.5032726249698200e+01;-4.5972188243165064e+00
1.0191884585959643e+03;2.0006616150352059e+01;5.0083690662467156e+01;5.5206452373721753e+01;-5.6947643581864611e+00
2.9690862260289296e+03;3.6487301037450599e+01;5.0316856369383046e+01;5.4865238165830249e+01;-4.4476343742742230e+00
4.5253649199962240e+02;3.7062655174536197e+01;5.0436368132805811e+01;5.5494263564702877e+01;-6.9041671414145327e+00
1.1079680987925074e+03;3.2471465206052564e+01;4.9632378175525851e+01;5.5085491185738029e+01;-6.7675211166326079e+00
2.6924393313222567e+03;3.0309138939458233e+01;5.0615236959036416e+01;5.5101302549200916e+01;-3.9310790034567162e+00
8.9256060813705142e+02;2.8345758822984795e+01;4.9234808540123254e+01;5.4040644380905327e+01;-7.1865607185533378e+00
5.7665469728788639e+02;3.9407755700802014e+01;5.0533126271307481e+01;5.5651592053642233e+01;-6.6789896145387004e+00
2.0652059707529565e+03;2.5621981425856390e+01;5.0149538941374225e+01;5.4166863138870916e+01;-4.4952551381407204e+00
1.8373567531004419e+03;2.0520669134779908e+01;5.0617924540920754e+01;5.4604969329200692e+01;-3.7665613274564294e+00
2.5490259883819895e+03;2.8230503758281657e+01;5.0294837681428916e+01;5.5403296950942959e+01;-4.3652204556436089e+00
9.5687238337029328e+02;2.5248907650927187e+01;4.9302752559418032e+01;5.4274767752277207e+01;-6.8977900294942529e+00
1.5518723754827997e+03;4.5038113907691788e+01;4.9112705837726367e+01;5.5824992105562394e+01;-7.4024674694209480e+00
1.0982193922865770e+03;2.2038044515281783e+01;5.0410602977709793e+01;5.5601502196721128e+01;-5.4142041376229457e+00
1.3118164855017212e+03;1.9907707192338670e+01;4.9998961133658291e+01;5.5634625568790923e+01;-5.4146843180121564e+00
1.2200295253117511e+03;4.4105484779428139e+01;4.9785642701996196e+01;5.5644567640925295e+01;-6.9021848931076093e+00
1.0690133060513710e+03;2.8557062188759176e+01;5.0529830594913818e+01;5.4581781534675784e+01;-5.5431081065645387e+00
1.6368596823693886e+03;4.1680624703984648e+01;4.9688167927260267e+01;5.4367886440740648e+01;-6.4196255594137526e+00
2.0090243704841912e+03;3.6811933114893478e+01;4.9977062785472341e+01;5.5289784532128174e+01;-5.7173674289254777e+00
9.7108318541956487e+02;2.6367987949878056e+01;4.9746801098288593e+01;5.4695722241247225e+01;-6.4897392667826708e+00
9.8025222337035473e+02;2.5339367130275576e+01;4.9805238551710680e+01;5.4026244106642380e+01;-6.2495370828706598e+00
1.9468484401845812e+03;3.0908939249222868e+01;4.9193559056692855e+01;5.4363380216397346e+01;-6.2237895251995710e+00
1.2481464027595146e+03;2.3969700090064471e+01;5.0761441454148724e+01;5.4980288881356408e+01;-4.8156053572732986e+00
1.5912719131154581e+03;4.0049648445886938e+01;5.0973512413817041e+01;5.4632811977399072e+01;-4.9329874642192379e+00
4.4159919070867261e+02;3.0159354231304793e+01;5.0325091782076015e+01;5.5851452790308777e+01;-6.9158372460229600e+00
8.7420509070436322e+02;3.4032577507813485e+01;4.9819826065588593e+01;5.4511315016133551e+01;-6.8272562236522631e+00
1.9756035837660131e+03;4.2794100738514800e+01;4.9401147408244412e+01;5.5465906986611600e+01;-6.6601226403351674e+00
1.4256372219069845e+03;2.7137581424897096e+01;5.0894251575588825e+01;5.5435932200555094e+01;-4.7315549240874546e+00
1.8502524169197909e+03;3.5669471321846871e+01;4.9449810727782356e+01;5.5543221559553963e+01;-6.4385048717281634e+00
1.4411512701966303e+03;3.4221599331979178e+01;4.9122537796940975e+01;5.4466539041194125e+01;-6.9802645531960792e+00
2.9744843282922711e+03;2.2412750859443953e+01;4.9763389549681179e+01;5.4137683970708046e+01;-3.6679201294281327e+00
7.2023562541595948e+02;3.0836431013949785e+01;4.9044156303343151e+01;5.4069823427425519e+01;-7.7414663170985705e+00
7.2992881860720331e+02;1.6992557614865333e+01;4.9043789028212501e+01;5.4330896523631175e+01;-7.0225175848251453e+00
1.2337287395662611e+03;3.9812460492577259e+01;4.9428451076979258e+01;5.5400878813144125e+01;-7.1427214858897301e+00
6.5983879449669371e+02;2.4456688659140617e+01;4.9206139705260583e+01;5.4773382112340890e+01;-7.4810584955970967e+00
1.0924226835599675e+03;3.1971386342788982e+01;5.0798154922122862e+01;5.4935376876746680e+01;-5.4184390309918555e+00
2.0412181426705399e+03;3.2022518941276907e+01;4.9986614831756427e+01;5.4958103769047085e+01;-5.3719170077914313e+00
1.3968019427403433e+03;2.3489026373833177e+01;5.0720543542547134e+01;5.5986518288437189e+01;-4.8177875515335913e+00
1.1684630025913900e+03;2.5368207765961511e+01;4.9586726038529434e+01;5.4672460735428253e+01;-6.3457929160392794e+00
3.3090387041992485e+03;4.1039151195224548e+01;5.0655480349455466e+01;5.5086822755418432e+01;-4.1003135883938100e+00
2.1562830465691195e+03;4.0630116603879884e+01;4.9926804401374909e+01;5.4795474752947563e+01;-5.7410879482609118e+00
4.6361369596021814e+03;2.8872319744295517e+01;4.9348751777951890e+01;5.5111980190195894e+01;-3.9197841628208536e+00
3.4939847726876355e+03;2.6526709274311628e+01;4.9383397572819433e+01;5.4467743227422055e+01;-4.2934575631670953e+00
1.8783473721870673e+03;2.0626067199194026e+01;4.9355850761484717e+01;5.5348381836762485e+01;-5.4649708122187377e+00
1.3681946935194389e+03;1.6114599791326572e+01;5.0893680166333951e+01;5.5020549869137227e+01;-3.6609379340609820e+00
1.1248965523916456e+03;3.9117127224357610e+01;4.9375879926595964e+01;5.5231505643856039e+01;-7.2689076856537085e+00
1.7252814351146667e+03;2.4990495049660964e+01;4.9189365962018499e+01;5.5332948095135514e+01;-6.2178983793400846e+00
2.5631514871343634e+03;3.0927373024820241e+01;5.0295723661541750e+01;5.5542888779363892e+01;-4.5860179765268825e+00
1.2661875705240309e+03;2.8897647569866308e+01;4.9176066942959842e+01;5.4448602763543207e+01;-6.8590647528171402e+00
1.3484732644944388e+03;2.7962482721945747e+01;5.0606264311799883e+01;5.5812758894034658e+01;-5.2730520988039302e+00
1.2874623693587537e+03;3.3637515863774709e+01;5.0470866258061214e+01;5.5800958485634411e+01;-5.7637373293051866e+00
1.1192374199495064e+03;3.1510163970347325e+01;5.0981224995457360e+01;5.4997805896500552e+01;-5.1607726851322298e+00
1.3720957621286668e+03;2.8053285367347808e+01;4.9182094895170337e+01;5.5623824469369147e+01;-6.8384404723428034e+00
7.7516950450774709e+02;3.0037764490151883e+01;4.9598342990773631e+01;5.5952432247109016e+01;-7.2052123460664603e+00
